"CATEGORY","RAWTEXT"
"5","Will grab your children by the imagination and amaze them and amuse them ."
"5","A remarkable 179-minute meditation on the nature of revolution ."
"5","Those who would follow Haneke on his creepy explorations ... are rewarded by brutal , committed performances from Huppert and Magimel ."
"4","An involving true story of a Chinese actor who takes up drugs and winds up in an institution -- acted mostly by the actual people involved ."
"5","Hands down the year 's most thought-provoking film ."
"2","But it pays a price for its intricate intellectual gamesmanship ."
"5","It 's a terrific American sports movie and Dennis Quaid is its athletic heart ."
"4","This is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak ."
"4","Compelling revenge thriller , though somewhat weakened by a miscast leading lady ."
"5","It 's amazingly perceptive in its subtle , supportive but unsentimental look at the Marks family ."
"4","A whole lot foul , freaky and funny ."
"4","Attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage ."
"4","The diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time ."
"4","The Pianist is a fine valedictory work for Polanski , made richer by his own experiences , making his other movies somehow richer in the bargain ."
"4","Foster nails the role , giving a tight , focused performance illuminated by shards of feeling ."
"4","Even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of Vardalos ' humor , which transcends ethnic boundaries ."
"3","Is office work really as alienating as ` Bartleby ' so effectively makes it ?"
"4","Farrell ... thankfully manages to outshine the role and successfully plays the foil to Willis 's world-weary colonel ."
"2","Audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit ."
"3","Bennett 's dramatization of her personal descent into post-breakup perdition has a morbid appeal that 's tough to shake ."
"5","An intriguing and entertaining introduction to Johnson ."
"4","As expected , Sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances ."
"5","A model of what films like this should be like ."
"5","As Weber and Weissman demonstrate with such insight and celebratory verve , the Cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create ."
"5","Yeah , these flicks are just that damn good ."
"4","Is n't it great ?"
"4","An unbelievably fun film just a leading man away from perfection ."
"3","Over-the-top and a bit ostentatious , this is a movie that 's got oodles of style and substance ."
"4","... a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life ."
"4","Nicely serves as an examination of a society in transition ."
"5","A tender and touching drama , based on the true story of a troubled African-American 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle ."
"4","As a randy film about sexy people in gorgeous places being pushed and pulled ( literally and figuratively ) by desire ... ( Sex and Lucía ) makes for an arousing good time ."
"5","Absorbing character study by André Turpin ."
"5","Celebrated at Sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat ."
"5","Renner 's performance as Dahmer is unforgettable , deeply absorbing ."
"5","If no one singles out any of these performances as award-worthy , it 's only because we would expect nothing less from this bunch ."
"4","If you love reading and\/or poetry , then by all means check it out ."
"5","You 'll probably love it ."
"5","Though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance ."
"5","Energetic and boldly provocative ."
"4","Star Wars is back in a major way ."
"5","It 's a movie -- and an album -- you wo n't want to miss ."
"5","It 's rare to find a film that dazzles the eye , challenges the brain , AND satisfies our lust for fast-paced action , but Minority Report delivers all that and a whole lot more ."
"5","While not all transitions to adulthood are so fraught , there 's much truth and no small amount of poetry in Girls Ca n't Swim ."
"3","If there 's nothing fresh about Wannabes , which was written by Mr. DeMeo , who produced and directed the film with Charles A. Addessi , much of the time the movie feels authentic ."
"4","Jacquot 's Tosca is a treat ."
"4","By the end of No Such Thing the audience , like Beatrice , has a watchful affection for the monster ."
"5","If you liked such movies as Notting Hill , Four Weddings And A Funeral , Bridget Jones ' Diary or High Fidelity , then you wo n't want to miss About A Boy ."
"3","... the gentle melding of drama and comedy makes `` What Time Is It There ? ''"
"5","something the true film buff will enjoy ."
"5","Romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score ."
"5","I whole-heartedly recommend that everyone see this movie -- for its historical significance alone ."
"2","Hey , who else needs a shower ?"
